title,premiered,image_url,studios,type,rating,score,scored by,rank,popularity,members,favorites,genres
Lupin Shanshei,,https://cdn.myanimelist.net/images/anime/10/44261.jpg,TMS Entertainment,OVA,PG-13 - Teens 13 or older,5.7,202,8634,9379,1154,1,Parody;Comedy;
Lupin Shanshei Pilot,,https://cdn.myanimelist.net/images/anime/10/76939.jpg,TMS Entertainment,Special,PG-13 - Teens 13 or older,5.75,116,8502,10859,576,0,Parody;Comedy;
Lupin tai Holmes,,https://cdn.myanimelist.net/images/anime/9/29651.jpg,Toei Animation,Special,None,,,12365,10836,584,0,Mystery;
Lupin the IIIrd: Chikemuri no Ishikawa Goemon,,https://cdn.myanimelist.net/images/anime/8/83091.jpg,Telecom Animation Film,Movie,R+ - Mild Nudity,7.86,6974,729,3293,19421,55,Action;Adventure;Drama;Seinen;
Lupin the IIIrd: Jigen Daisuke no Bohyou,,https://cdn.myanimelist.net/images/anime/12/69457.jpg,TMS Entertainment,Movie,R+ - Mild Nudity,7.87,7325,714,3619,16132,51,Action;Adventure;Drama;Seinen;
Lupin the IIIrd: Mine Fujiko no Uso,,https://cdn.myanimelist.net/images/anime/1376/100562.jpg,Telecom Animation Film,Movie,R+ - Mild Nudity,7.28,1069,2473,5703,5373,4,Action;Adventure;Drama;Seinen;
Lupin the Third: Mine Fujiko to Iu Onna,Spring 2012,https://cdn.myanimelist.net/images/anime/9/73347.jpg,TMS Entertainment,TV,R+ - Mild Nudity,7.8,15784,858,2196,41383,341,Action;Adventure;Comedy;Ecchi;Samurai;Seinen;
Lupin VIII,,https://cdn.myanimelist.net/images/anime/4/89537.jpg,TMS Entertainment,Special,PG-13 - Teens 13 or older,5.68,630,8683,7884,2177,0,Adventure;Comedy;Shounen;
M3: Sono Kuroki Hagane,Spring 2014,https://cdn.myanimelist.net/images/anime/4/60273.jpg,Satelight,TV,R - 17+ (violence & profanity),6.64,14598,5152,1971,49099,79,Action;Sci-Fi;Mystery;Psychological;Drama;Mecha;
M3: Sono Kuroki Hagane Recap,,https://cdn.myanimelist.net/images/anime/4/65041.jpg,Satelight,Special,PG-13 - Teens 13 or older,6.17,426,7262,8686,1558,3,Action;Mecha;
Ma Shen,,https://cdn.myanimelist.net/images/anime/6/81481.jpg,Thundray,ONA,PG-13 - Teens 13 or older,,,12368,9180,1269,2,Game;Drama;
MÄR,Spring 2005,https://cdn.myanimelist.net/images/anime/8/38383.jpg,SynergySP,TV,PG-13 - Teens 13 or older,7.32,14665,2288,2242,39951,265,Action;Adventure;Comedy;Fantasy;Shounen;
Märchen Mädchen,Winter 2018,https://cdn.myanimelist.net/images/anime/8/90088.jpg,Hoods Entertainment,TV,PG-13 - Teens 13 or older,5.42,9894,9245,2531,32005,33,Fantasy;Magic;School;
Märchen Mädchen Specials,,https://cdn.myanimelist.net/images/anime/1690/93175.jpg,Hoods Entertainment,Special,PG-13 - Teens 13 or older,6.02,1603,7799,6143,4421,3,Magic;Fantasy;School;
Maburaho,Fall 2003,https://cdn.myanimelist.net/images/anime/9/79204.jpg,J.C.Staff,TV,R+ - Mild Nudity,6.86,39954,4153,1403,79089,244,Comedy;Drama;Ecchi;Harem;Magic;Romance;School;
Macademi Wasshoi!,Fall 2008,https://cdn.myanimelist.net/images/anime/10/74031.jpg,Zexcs,TV,R+ - Mild Nudity,7,15821,3626,2326,37075,110,Comedy;Ecchi;Fantasy;Romance;School;Supernatural;
Mach Girl,Fall 2008,https://cdn.myanimelist.net/images/anime/1177/97974.jpg,Tatsunoko Production,TV,G - All Ages,,,12373,11524,430,0,Cars;Comedy;
Mach GoGoGo,Spring 1967,https://cdn.myanimelist.net/images/anime/4/40191.jpg,Tatsunoko Production,TV,PG-13 - Teens 13 or older,6.7,4541,4867,4473,9654,81,Adventure;Cars;Sports;Shounen;
Mach GoGoGo (1997),Winter 1997,https://cdn.myanimelist.net/images/anime/4/6010.jpg,Tatsunoko Production,TV,PG - Children,6.34,946,6547,7495,2550,3,Adventure;Cars;
Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,,https://cdn.myanimelist.net/images/anime/1186/104257.jpg,PoRO,OVA,Rx - Hentai,6.58,2409,,5013,7306,39,Hentai;
Machikado Mazoku,Summer 2019,https://cdn.myanimelist.net/images/anime/1395/101109.jpg,J.C.Staff,TV,PG-13 - Teens 13 or older,7.76,20211,939,1802,56137,399,Comedy;Magic;Slice of Life;
Machine Hayabusa,Spring 1976,https://cdn.myanimelist.net/images/anime/10/29015.jpg,Toei Animation,TV,PG-13 - Teens 13 or older,6.31,109,6690,11036,540,0,Action;Cars;Sports;Shounen;
Machine Robo: Cronos no Dai Gyakushuu,Summer 1986,https://cdn.myanimelist.net/images/anime/4/6399.jpg,Production Reed,TV,PG-13 - Teens 13 or older,6.42,191,6190,9305,1194,2,Action;Martial Arts;Mecha;Sci-Fi;Space;
Machine-Doll wa Kizutsukanai,Fall 2013,https://cdn.myanimelist.net/images/anime/4/56141.jpg,Lerche,TV,R+ - Mild Nudity,7.23,111833,2664,480,228714,621,Action;Ecchi;Fantasy;School;
Machine-Doll wa Kizutsukanai Specials,,https://cdn.myanimelist.net/images/anime/5/56525.jpg,Lerche,Special,R+ - Mild Nudity,6.8,11853,4375,2766,27260,15,Action;Ecchi;Fantasy;School;Seinen;
Macross,Fall 1982,https://cdn.myanimelist.net/images/anime/1/2441.jpg,Tatsunoko Production,TV,PG-13 - Teens 13 or older,7.96,25237,599,1505,72431,1471,Action;Mecha;Military;Music;Romance;Sci-Fi;Space;
Macross 7,Fall 1994,https://cdn.myanimelist.net/images/anime/12/22786.jpg,Production Reed,TV,PG-13 - Teens 13 or older,7.15,8314,2995,3100,22011,177,Action;Military;Sci-Fi;Adventure;Music;Space;Comedy;Drama;Romance;Mecha;Shounen;
Macross 7 Encore,,https://cdn.myanimelist.net/images/anime/1514/96093.jpg,Production Reed,OVA,PG-13 - Teens 13 or older,6.98,3395,3692,5027,7254,7,Action;Sci-Fi;Music;Space;Comedy;Drama;Mecha;Shounen;
Macross 7 Movie: Ginga ga Ore wo Yondeiru!,,https://cdn.myanimelist.net/images/anime/8/80064.jpg,Production Reed,Movie,PG-13 - Teens 13 or older,6.95,3299,3820,5069,7099,9,Action;Sci-Fi;Adventure;Music;Comedy;Drama;Mecha;Shounen;
Macross 7 Plus,,https://cdn.myanimelist.net/images/anime/6/13816.jpg,Production Reed,Special,G - All Ages,6.79,1949,4424,5756,5230,9,Music;Slice of Life;Space;Mecha;
Macross Dynamite 7,,https://cdn.myanimelist.net/images/anime/13/15647.jpg,Production Reed,OVA,PG-13 - Teens 13 or older,6.86,4157,4149,4404,10082,14,Sci-Fi;Adventure;Space;Comedy;Mecha;Shounen;
Macross F,Spring 2008,https://cdn.myanimelist.net/images/anime/9/15648.jpg,Satelight,TV,PG-13 - Teens 13 or older,7.94,55723,622,963,120482,1819,Action;Space;Mecha;Romance;Military;Music;Sci-Fi;
Macross F Movie 1: Itsuwari no Utahime,,https://cdn.myanimelist.net/images/anime/2/76397.jpg,Satelight,Movie,PG-13 - Teens 13 or older,7.85,13176,753,2880,25410,58,Action;Mecha;Military;Music;Romance;Sci-Fi;Space;
Macross F Movie 2: Sayonara no Tsubasa,,https://cdn.myanimelist.net/images/anime/13/76398.jpg,Satelight,Movie,PG-13 - Teens 13 or older,7.99,11116,567,3076,22292,109,Action;Mecha;Military;Music;Romance;Sci-Fi;Space;
Macross F Music Clip Shuu: Nyankuri,,https://cdn.myanimelist.net/images/anime/10/28051.jpg,Satelight,Music,G - All Ages,7.35,1630,2167,6470,3897,4,Music;
Macross F: Choujikuu Gekijou,,https://cdn.myanimelist.net/images/anime/7/59791.jpg,Satelight,OVA,G - All Ages,6.45,696,6056,7288,2782,0,Comedy;Slice of Life;
Macross F: Close Encounter - Deculture Edition,,https://cdn.myanimelist.net/images/anime/4/8507.jpg,Satelight,Special,PG-13 - Teens 13 or older,7.74,5051,977,4259,10826,6,Action;Mecha;Military;Music;Sci-Fi;Space;
Macross FB7: Ore no Uta wo Kike!,,https://cdn.myanimelist.net/images/anime/11/41111.jpg,Satelight,Movie,PG-13 - Teens 13 or older,6.32,1149,6649,6569,3756,3,Action;Sci-Fi;Music;Space;Romance;Mecha;
Macross Δ,Spring 2016,https://cdn.myanimelist.net/images/anime/5/79376.jpg,Satelight,TV,PG-13 - Teens 13 or older,7.28,17380,2474,1839,54418,372,Action;Military;Sci-Fi;Music;Space;Romance;Mecha;
Macross Δ Movie: Gekijou no Walküre,,https://cdn.myanimelist.net/images/anime/1217/94351.jpg,Satelight,Movie,PG-13 - Teens 13 or older,6.78,1101,4482,5486,5892,12,Action;Space;Mecha;Military;Music;Sci-Fi;
Macross Δ Movie: Gekijou no Walküre Specials,,https://cdn.myanimelist.net/images/anime/1264/96196.jpg,Satelight,Special,PG-13 - Teens 13 or older,,,12381,11078,529,0,Comedy;
Macross Δ: Delta Shougekijou,,https://cdn.myanimelist.net/images/anime/2/83238.jpg,Studio PuYUKAI,Special,PG-13 - Teens 13 or older,6.21,264,7119,8986,1375,1,Sci-Fi;Comedy;
Macross II: Lovers Again,,https://cdn.myanimelist.net/images/anime/9/61069.jpg,AIC,OVA,PG-13 - Teens 13 or older,6.36,4587,6460,4580,9105,17,Adventure;Space;Mecha;Military;Sci-Fi;Shounen;
Macross Plus,,https://cdn.myanimelist.net/images/anime/6/22779.jpg,Triangle Staff,OVA,R - 17+ (violence & profanity),7.73,16851,990,2467,33634,356,Drama;Mecha;Military;Romance;Sci-Fi;Space;
Macross Plus Movie Edition,,https://cdn.myanimelist.net/images/anime/11/75806.jpg,Triangle Staff,Movie,PG-13 - Teens 13 or older,7.73,6092,990,4086,12001,58,Action;Adventure;Mecha;Military;Romance;Sci-Fi;Space;
Macross XX,,https://cdn.myanimelist.net/images/anime/4/9862.jpg,Gonzo,Special,PG-13 - Teens 13 or older,5.55,768,8978,7695,2338,2,Action;Mecha;
Macross Zero,,https://cdn.myanimelist.net/images/anime/12/76289.jpg,Satelight,OVA,R+ - Mild Nudity,7.58,16025,1374,2595,30695,116,Adventure;Mecha;Military;Sci-Fi;Shounen;
Macross: Do You Remember Love?,,https://cdn.myanimelist.net/images/anime/1015/94842.jpg,Artland,Movie,PG-13 - Teens 13 or older,7.98,15741,581,2536,31849,548,Action;Space;Mecha;Romance;Military;Music;Sci-Fi;
Mad★Bull 34,,https://cdn.myanimelist.net/images/anime/8/67821.jpg,Magic Bus,OVA,R+ - Mild Nudity,6.35,2711,6500,5130,6924,45,Action;Police;
Madan no Ou to Vanadis,Fall 2014,https://cdn.myanimelist.net/images/anime/3/64911.jpg,Satelight,TV,R - 17+ (violence & profanity),7.25,113020,2596,498,221793,791,Adventure;Ecchi;Fantasy;Harem;Romance;
Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,,https://cdn.myanimelist.net/images/anime/11/67479.jpg,Studio PuYUKAI,ONA,PG-13 - Teens 13 or older,6.74,5960,4670,3946,13019,8,Comedy;
Madang-eul Naon Amtalg,,https://cdn.myanimelist.net/images/anime/1640/90459.jpg,Odolttogi,Movie,G - All Ages,7.67,1032,1138,7230,2863,12,Adventure;Kids;Drama;Fantasy;
Made in Abyss,Summer 2017,https://cdn.myanimelist.net/images/anime/6/86733.jpg,Kinema Citrus,TV,R - 17+ (violence & profanity),8.82,323918,26,97,612891,22864,Sci-Fi;Adventure;Mystery;Drama;Fantasy;
Made in Abyss Movie 1: Tabidachi no Yoake,,https://cdn.myanimelist.net/images/anime/1173/95167.jpg,Kinema Citrus,Movie,R - 17+ (violence & profanity),8.02,3557,522,2284,38785,92,Adventure;Drama;Fantasy;Mystery;Sci-Fi;
Made in Abyss Movie 2: Hourou Suru Tasogare,,https://cdn.myanimelist.net/images/anime/1336/95168.jpg,Kinema Citrus,Movie,R - 17+ (violence & profanity),8.18,2736,334,2336,36990,73,Sci-Fi;Adventure;Mystery;Drama;Fantasy;
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,,https://cdn.myanimelist.net/images/anime/1175/101926.jpg,Kinema Citrus,Movie,R - 17+ (violence & profanity),8.6,936,77,950,122503,361,Sci-Fi;Adventure;Mystery;Drama;Fantasy;
Madlax,Spring 2004,https://cdn.myanimelist.net/images/anime/12/57237.jpg,Bee Train,TV,PG-13 - Teens 13 or older,7.09,10526,3254,2489,33010,144,Military;Mystery;Psychological;Supernatural;Drama;Magic;Shounen;
Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,,https://cdn.myanimelist.net/images/anime/7/24272.jpg,Rising Force,OVA,G - All Ages,6.21,5222,7119,4748,8354,16,Comedy;
Madonna,,https://cdn.myanimelist.net/images/anime/2/67361.jpg,Toei Animation,OVA,PG-13 - Teens 13 or older,6.33,494,6548,9079,1320,3,Sports;Comedy;School;
Madou King Granzort,Spring 1989,https://cdn.myanimelist.net/images/anime/7/11702.jpg,Sunrise,TV,G - All Ages,7.11,419,3173,8808,1484,15,Action;Sci-Fi;Comedy;Magic;Fantasy;Mecha;Shounen;
Madou King Granzort: Nonstop Rabi,,https://cdn.myanimelist.net/images/anime/13/74291.jpg,Sunrise,Special,G - All Ages,,,12386,13702,197,1,Action;Fantasy;Magic;Comedy;Mecha;Sci-Fi;Shounen;
Maegami Tarou,,https://cdn.myanimelist.net/images/anime/8/29237.jpg,Nippon Animation,Special,G - All Ages,,,12386,13402,214,0,Adventure;
Maemilggot,,,,,,,,,,,,
Maetel Legend,,https://cdn.myanimelist.net/images/anime/1/2396.jpg,Vega Entertainment,OVA,PG-13 - Teens 13 or older,6.44,1196,6101,7038,3112,3,Space;Drama;Sci-Fi;
Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,Winter 1980,https://cdn.myanimelist.net/images/anime/2/55609.jpg,Toei Animation,TV,G - All Ages,6.3,109,6744,10832,582,2,Adventure;Fantasy;
MAFF x Chobitto Zukan,,https://cdn.myanimelist.net/images/anime/8/85605.jpg,Kachidoki Studio,ONA,PG - Children,,,12390,14906,133,0,Comedy;Kids;
Mafukiden: Pandarian,Winter 2005,https://cdn.myanimelist.net/images/anime/2/7360.jpg,Planet,TV,G - All Ages,6.2,177,7192,10719,617,2,Adventure;Comedy;Fantasy;Kids;Magic;Super Power;
Magi: Sinbad no Bouken,,https://cdn.myanimelist.net/images/anime/13/60471.jpg,Lay-duce,OVA,PG-13 - Teens 13 or older,7.91,39648,661,1293,87183,198,Action;Adventure;Fantasy;Magic;Shounen;
Magi: Sinbad no Bouken (TV),Spring 2016,https://cdn.myanimelist.net/images/anime/10/78783.jpg,Lay-duce,TV,PG-13 - Teens 13 or older,8.03,124335,507,431,244372,975,Action;Adventure;Fantasy;Magic;Shounen;
Magi: The Kingdom of Magic,Fall 2013,https://cdn.myanimelist.net/images/anime/13/55039.jpg,A-1 Pictures,TV,PG-13 - Teens 13 or older,8.36,269277,183,140,504062,6575,Action;Adventure;Magic;Fantasy;Shounen;
Magi: The Labyrinth of Magic,Fall 2012,https://cdn.myanimelist.net/images/anime/11/42773.jpg,A-1 Pictures,TV,PG-13 - Teens 13 or older,8.14,324084,384,95,615823,7300,Action;Adventure;Fantasy;Magic;Shounen;
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV),Winter 2020,https://cdn.myanimelist.net/images/anime/1786/104783.jpg,Shaft,TV,PG-13 - Teens 13 or older,7.19,8201,2829,1468,74469,529,Drama;Magic;Psychological;Thriller;
Magic Kaito,,https://cdn.myanimelist.net/images/anime/13/46095.jpg,TMS Entertainment,Special,PG-13 - Teens 13 or older,7.88,19097,696,2017,47417,291,Adventure;Comedy;Romance;Shounen;
Magic Kaito 1412,Fall 2014,https://cdn.myanimelist.net/images/anime/3/67807.jpg,A-1 Pictures,TV,PG-13 - Teens 13 or older,7.92,33212,646,1409,78862,769,Adventure;Comedy;Romance;Shounen;
Magic Knight Rayearth,Fall 1994,https://cdn.myanimelist.net/images/anime/1683/97042.jpg,Tokyo Movie Shinsha,TV,PG-13 - Teens 13 or older,7.48,20914,1667,2008,47907,487,Adventure;Comedy;Drama;Fantasy;Magic;Mecha;Romance;Shoujo;
Magic Knight Rayearth II,Spring 1995,https://cdn.myanimelist.net/images/anime/7/55885.jpg,TMS Entertainment,TV,PG-13 - Teens 13 or older,7.55,12802,1469,2922,24792,144,Adventure;Drama;Fantasy;Magic;Mecha;Romance;Shoujo;
Magic Knight Rayearth Pilot,,https://cdn.myanimelist.net/images/anime/1893/99185.jpg,Tokyo Movie Shinsha,Special,PG-13 - Teens 13 or older,,,12391,12590,276,0,Action;Fantasy;Magic;Mecha;Shoujo;
Magic Tree House,,https://cdn.myanimelist.net/images/anime/5/34487.jpg,Ajia-Do,Movie,PG - Children,7.03,1919,3488,5673,5421,7,Adventure;Magic;
Magical Canan,Winter 2005,https://cdn.myanimelist.net/images/anime/10/75560.jpg,AIC A.S.T.A.,TV,PG-13 - Teens 13 or older,6.26,1031,6892,6370,4045,4,Supernatural;Drama;Magic;Fantasy;
Magical Hat,Fall 1989,https://cdn.myanimelist.net/images/anime/12/43263.jpg,Studio Pierrot,TV,G - All Ages,,,12393,12358,299,0,Adventure;Comedy;Fantasy;Kids;
Magical Moe,,https://cdn.myanimelist.net/images/anime/11/7289.jpg,Blue Cat,OVA,Rx - Hentai,5.5,399,,8771,1510,5,Hentai;Magic;
Magical Nyan Nyan Taruto,Summer 2001,https://cdn.myanimelist.net/images/anime/1/952.jpg,Madhouse,TV,G - All Ages,6.3,1453,6745,5741,5258,9,Comedy;Magic;
Magical Suite Prism Nana,,https://cdn.myanimelist.net/images/anime/4/75803.jpg,Shaft,OVA,None,6.32,120,6651,4751,8339,5,Magic;
Magical Twilight,,https://cdn.myanimelist.net/images/anime/9/62815.jpg,AIC,OVA,Rx - Hentai,6.06,563,,8802,1490,2,Hentai;Comedy;Magic;Romance;
Magical★Taruruuto-kun,Fall 1990,https://cdn.myanimelist.net/images/anime/13/17853.jpg,Toei Animation,TV,PG-13 - Teens 13 or older,6.63,123,5191,10027,841,6,Adventure;Comedy;Ecchi;Fantasy;Magic;School;
Magical★Taruruuto-kun Movie,,https://cdn.myanimelist.net/images/anime/12/59415.jpg,Toei Animation,Movie,G - All Ages,,,12397,13057,238,1,Adventure;Comedy;Ecchi;Fantasy;Magic;School;
Magical★Taruruuto-kun: Moeru! Yuujou no Mahou Taisen,,https://cdn.myanimelist.net/images/anime/13/59667.jpg,Toei Animation,Movie,G - All Ages,,,12398,13016,241,0,Adventure;Comedy;Ecchi;Fantasy;Magic;School;
Magical★Taruruuto-kun: Sukisuki Takoyaki!,,https://cdn.myanimelist.net/images/anime/4/59657.jpg,Toei Animation,Movie,G - All Ages,,,12399,13132,233,0,Adventure;Comedy;Ecchi;Fantasy;Magic;School;
Magical☆Star Kanon 100%,,https://cdn.myanimelist.net/images/anime/7/75235.jpg,Manglobe,OVA,PG-13 - Teens 13 or older,6.82,14340,4299,2911,24959,14,Magic;Music;Shounen;
Magic-Kyun! Renaissance,Fall 2016,https://cdn.myanimelist.net/images/anime/7/80828.jpg,Sunrise,TV,PG-13 - Teens 13 or older,7.19,11019,2830,2621,30117,170,Music;Magic;Romance;School;
Magikano,Winter 2006,https://cdn.myanimelist.net/images/anime/2/75539.jpg,Tokyo Kids,TV,PG-13 - Teens 13 or older,6.42,13061,6191,2688,28730,52,Comedy;Fantasy;Harem;Magic;Romance;Shounen;
Magnerobo Ga-Keen,Fall 1976,https://cdn.myanimelist.net/images/anime/6/60861.jpg,Toei Animation,TV,PG-13 - Teens 13 or older,6.32,173,6652,10211,766,0,Action;Mecha;Sci-Fi;
Magnerobo Ga-Keen Recap,,https://cdn.myanimelist.net/images/anime/8/78853.jpg,Toei Animation,OVA,PG-13 - Teens 13 or older,,,12400,14595,149,0,Action;Sci-Fi;Mecha;
Mahjong Hishouden: Naki no Ryuu,,https://cdn.myanimelist.net/images/anime/1556/96601.jpg,Gainax,OVA,PG-13 - Teens 13 or older,,,12399,10294,741,0,Action;Drama;Game;Seinen;
Mahoraba: Heartful days,Winter 2005,https://cdn.myanimelist.net/images/anime/3/50903.jpg,J.C.Staff,TV,PG-13 - Teens 13 or older,7.36,8544,2116,3204,20586,100,Comedy;Drama;Romance;Shounen;
Mahoromatic 2 End Year Special,,https://cdn.myanimelist.net/images/anime/2/9745.jpg,Gainax,Special,R+ - Mild Nudity,7.03,2132,3489,5790,5142,3,Ecchi;Romance;Comedy;Military;Sci-Fi;
Mahoromatic End Year Special,,https://cdn.myanimelist.net/images/anime/3/13439.jpg,Gainax,Special,R+ - Mild Nudity,6.96,2465,3773,5542,5734,3,Ecchi;Romance;Comedy;Military;Sci-Fi;
Mahoromatic Summer Special,,https://cdn.myanimelist.net/images/anime/1/631.jpg,Gainax,Special,R+ - Mild Nudity,7.15,4955,2996,4495,9539,3,Ecchi;Romance;Comedy;Sci-Fi;
Mahoromatic: Automatic Maiden,Fall 2001,https://cdn.myanimelist.net/images/anime/13/23051.jpg,Gainax,TV,R+ - Mild Nudity,7.21,21621,2745,1961,49443,193,Comedy;Ecchi;Military;Romance;Sci-Fi;
Mahoromatic: Motto Utsukushii Mono,Fall 2002,https://cdn.myanimelist.net/images/anime/1367/98136.jpg,Gainax,TV,R+ - Mild Nudity,7.2,13874,2783,2777,26984,43,Military;Sci-Fi;Comedy;Drama;Romance;Ecchi;
Mahoromatic: Tadaima Okaeri,,https://cdn.myanimelist.net/images/anime/10/16503.jpg,Gainax,Special,R+ - Mild Nudity,7.1,3322,3207,4932,7606,3,Sci-Fi;Comedy;Romance;Ecchi;
Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,,https://cdn.myanimelist.net/images/anime/8/37835.jpg,J.C.Staff,Movie,G - All Ages,6.14,450,7389,9587,1036,3,Fantasy;Magic;Comedy;
Mahou no Angel Sweet Mint,Spring 1990,https://cdn.myanimelist.net/images/anime/4/26109.jpg,Production Reed,TV,G - All Ages,6.47,178,5966,8575,1628,3,Magic;Shoujo;
Mahou no Chocolate,,https://cdn.myanimelist.net/images/anime/2/4906.jpg,Ishikawa Pro,OVA,G - All Ages,5.34,1642,9380,7254,2820,1,Drama;Romance;
Mahou no Idol Pastel Yumi,Spring 1986,https://cdn.myanimelist.net/images/anime/7/43623.jpg,Studio Pierrot,TV,G - All Ages,6.28,368,6813,8364,1770,4,Comedy;Fantasy;Kids;Magic;Shoujo;
Mahou no Mako-chan,Fall 1970,https://cdn.myanimelist.net/images/anime/7/56381.jpg,Toei Animation,TV,G - All Ages,6.33,264,6608,9311,1191,1,Fantasy;Magic;Romance;Shoujo;
Mahou no Princess Minky Momo,Spring 1982,https://cdn.myanimelist.net/images/anime/2/56747.jpg,Production Reed,TV,G - All Ages,6.77,1066,4542,6108,4474,14,Magic;Shoujo;
Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,,https://cdn.myanimelist.net/images/anime/13/24837.jpg,Studio Pierrot,Movie,G - All Ages,5.89,382,8138,9638,1011,0,Magic;Shoujo;
Mahou no Princess Minky Momo: Yume no Naka no Rondo,,https://cdn.myanimelist.net/images/anime/11/25776.jpg,Production Reed,OVA,G - All Ages,6.61,435,5294,9183,1264,5,Magic;Shoujo;
Mahou no Princess Minky Momo: Yume wo Dakishimete,Fall 1991,https://cdn.myanimelist.net/images/anime/11/13201.jpg,Production Reed,TV,G - All Ages,6.67,414,5012,8629,1591,0,Magic;Shoujo;
Mahou no Princess Minky Momo: Yume wo Dakishimete Specials,,https://cdn.myanimelist.net/images/anime/5/72623.jpg,Production Reed,Special,G - All Ages,,,12403,11379,459,0,Magic;Shoujo;
Mahou no Stage Fancy Lala,Spring 1998,https://cdn.myanimelist.net/images/anime/11/6263.jpg,Studio Pierrot,TV,G - All Ages,7.14,2841,3042,4703,8543,37,Music;Comedy;Drama;Magic;Romance;Shoujo;
Mahou no Star Magical Emi,Summer 1985,https://cdn.myanimelist.net/images/anime/1228/106161.jpg,Studio Pierrot,TV,G - All Ages,6.71,741,4821,7125,2999,8,Comedy;Magic;Shoujo;Slice of Life;
Mahou no Star Magical Emi: Finale! Finale!,,https://cdn.myanimelist.net/images/anime/5/80148.jpg,Studio Pierrot,OVA,G - All Ages,,,12405,12241,314,0,Comedy;Magic;Shoujo;
Mahou no Star Magical Emi: Semishigure,,https://cdn.myanimelist.net/images/anime/11/46131.jpg,Studio Pierrot,OVA,PG - Children,6.12,164,7477,10759,602,1,Comedy;Magic;Shoujo;
Mahou no Tenshi Creamy Mami,Summer 1983,https://cdn.myanimelist.net/images/anime/8/50081.jpg,Studio Pierrot,TV,G - All Ages,7.14,2080,3047,4655,8805,104,Comedy;Fantasy;Magic;Romance;School;Sci-Fi;Shoujo;
Mahou no Tenshi Creamy Mami: Eien no Once More,,https://cdn.myanimelist.net/images/anime/13/85159.jpg,Studio Pierrot,OVA,G - All Ages,6.3,220,6746,9936,882,0,Comedy;Fantasy;Magic;Romance;Shoujo;
Mahou no Tenshi Creamy Mami: Long Goodbye,,https://cdn.myanimelist.net/images/anime/9/24833.jpg,Studio Pierrot,OVA,G - All Ages,6.34,213,6549,10043,831,0,Comedy;Fantasy;Magic;Romance;Shoujo;
Mahou no Tenshi Creamy Mami: Zutto Kitto Motto,,https://cdn.myanimelist.net/images/anime/7/77435.jpg,Studio Pierrot,Music,G - All Ages,5.84,147,8287,11772,393,0,Fantasy;Magic;Music;Romance;School;Sci-Fi;Shoujo;
Mahou no Yousei Persia,Summer 1984,https://cdn.myanimelist.net/images/anime/8/41447.jpg,Studio Pierrot,TV,PG - Children,6.67,320,5013,8214,1883,7,Comedy;Magic;
Mahou no Yousei Persia Pilot,,https://cdn.myanimelist.net/images/anime/2/58315.jpg,Studio Pierrot,Special,PG - Children,,,12407,12301,306,0,Magic;
Mahou no Yousei Persia: Escape!,,https://cdn.myanimelist.net/images/anime/6/58393.jpg,Studio Pierrot,Music,R+ - Mild Nudity,5.77,156,8453,11939,361,0,Music;
Mahou no Yousei Persia: Kaiten Mokuba,,https://cdn.myanimelist.net/images/anime/8/85623.jpg,Studio Pierrot,OVA,PG - Children,,,12409,13614,204,0,Comedy;Magic;
Mahou Sensei Negima!,Winter 2005,https://cdn.myanimelist.net/images/anime/12/89535.jpg,Xebec,TV,PG-13 - Teens 13 or older,7.02,50282,3544,1045,110159,587,Comedy;Ecchi;Fantasy;Harem;Magic;Romance;School;Shounen;Super Power;Supernatural;
Mahou Sensei Negima! Movie: Anime Final,,https://cdn.myanimelist.net/images/anime/6/29541.jpg,Shaft,Movie,PG-13 - Teens 13 or older,6.81,5135,4343,3593,16347,23,Adventure;Supernatural;Magic;
Mahou Sensei Negima!: Introduction Film,,https://cdn.myanimelist.net/images/anime/5/8864.jpg,Xebec,OVA,R+ - Mild Nudity,6.72,2944,4773,4527,9408,8,Action;Harem;Comedy;Supernatural;Romance;Ecchi;
Mahou Sensei Negima!: Mou Hitotsu no Sekai,,https://cdn.myanimelist.net/images/anime/8/15192.jpg,Shaft,OVA,PG-13 - Teens 13 or older,7.68,7032,1113,3278,19565,43,Action;Adventure;Supernatural;Magic;Ecchi;Shounen;
Mahou Sensei Negima!: Mou Hitotsu no Sekai Extra - Mahou Shoujo Yue♥,,https://cdn.myanimelist.net/images/anime/2/29245.jpg,Shaft,OVA,PG-13 - Teens 13 or older,7.31,2925,2331,4896,7730,8,Action;Adventure;Magic;Ecchi;Fantasy;School;Shounen;
Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,,https://cdn.myanimelist.net/images/anime/5/9329.jpg,Shaft,OVA,PG-13 - Teens 13 or older,7.51,8900,1581,2907,24985,57,Adventure;Harem;Comedy;Supernatural;Magic;Romance;Ecchi;Vampire;Shounen;
